"name","role","commentFull"
"BLUMENTHAL","speaker","False in one thing, false in everything. Meaning in jury instructions that we — some of us as prosecutors have heard many times, is — told the jury that they can disbelieve a witness if they find them to be false in one thing. So the core of why we’re here today really is credibility. Let me talk…"
"KAVANAUGH","witness","But (ph) the core of why we’re here is an allegation for which the four witnesses present have all said it didn’t happen."
"BLUMENTHAL","speaker","Let me ask you about Renate Dolphin who lives in Connecticut. She thought these yearbook statements were, quote, “Horrible, hurtful and simply untrue.” end quote, because Renate Alumnus clearly implied some boast of sexual conquest. And that’s the reason that you apologized to her, correct?"
"KAVANAUGH","witness","That’s false, speaking about the yearbook and she — she said she and I never had any sexual interaction. So your question…"
"BLUMENTHAL","speaker","But…"
"KAVANAUGH","witness","… your question is false and I’ve addressed that in the opening statement. And so, your question is based on a false premise and really does great harm to her. I don’t know why you’re bringing this up, frankly, doing great harm to her. By even bringing her name up here is really unfortunate."
"BLUMENTHAL","speaker","Well, calling someone an alumnus in that way, was actually interpreted…"
"KAVANAUGH","witness","Well, implying what you’re implying what you’re implying about…"
"BLUMENTHAL","speaker","… by a number of your football friends at the time of boasting of sexual conquest. That’s the reason that I’m bringing it up. And it conflicts…"
"KAVANAUGH","witness","Yes. No, it’s false."
"BLUMENTHAL","speaker","… with…"
"KAVANAUGH","witness","You’re implying that. Look what you’re bringing up right now about her. Look what you’re doing."
"BLUMENTHAL","speaker","… Mr. Chairman, I ask that…"
"KAVANAUGH","witness","Don’t bring her name up."
"BLUMENTHAL","speaker","… these interruptions not be subtracted from my time."
"GRASSLEY","speaker","Very well (ph). Ask your question and then let…"
"KAVANAUGH","witness","She’s a great person. She’s always been a great person. We never had any sexual interaction. By bringing this up, you’re just — just dragging her through the mud. It’s just unnecessary."
"GRASSLEY","speaker","Proceed, Senator Blumenthal (ph)."
"BLUMENTHAL","speaker","Thank you, Mr. Chairman. You’ve made reference, judge, to a sworn statement I believe by Mark Judge to the committee. Is that correct?"
"KAVANAUGH","witness","I made reference to what Mark Judge’s lawyer sent to the committee."
"BLUMENTHAL","speaker","You know (ph), it’s not a sworn statement, is it?"
"KAVANAUGH","witness","It would — under penalty of felony."
"BLUMENTHAL","speaker","Well, it’s a statement signed by his lawyer, Barbara Van Gelder. It is six cursory and conclusory sentences. Are you saying that that is a substitute for an investigation by the FBI or some interview by the FBI under oath?"
"KAVANAUGH","witness","Under penalty of felony, he said that this kind of event didn’t happen and that I never did or would have done something like that. And…"
"BLUMENTHAL","speaker","As a federal judge, you always want the best evidence don’t you?"
"KAVANAUGH","witness","… Senator, he has said and all the witnesses present — look at Ms. Keyser’s statement, she’s"
"BLUMENTHAL","speaker","Let me…"
"KAVANAUGH","witness","Dr. Ford’s longtime friend…"
"BLUMENTHAL","speaker","… let me move on to another topic. You’ve testified to this committee this morning — this afternoon, quote, “This whole two-week effort has been a calculated and orchestrated political hit, fueled with apparent pent-up anger about President Trump and the 2016 election, fear that has been unfairly stoked about my judicial record, revenge on behalf of the Clintons and millions of dollars in money from outside left-wing opposition groups.” Is it your testimony that the motivation of the courageous woman who sat where you did just a short time ago was revenge on behalf of a left-wing conspiracy or the Clintons?"
"KAVANAUGH","witness","Senator, I said in my opening statement that she preferred confidentially. And her confidentially was — was destroyed by the actions of this committee."
"BLUMENTHAL","speaker","Let me ask you this, in a speech that you gave at Yale you — you described, quote, “Falling out of the bus onto the front steps of the Yale Law School at 4:45 a.m.” and…"
"KAVANAUGH","witness","I wasn’t…"
"BLUMENTHAL","speaker","… then…"
"KAVANAUGH","witness","… I wasn’t describing me. I organized…"
"BLUMENTHAL","speaker","… trying to…"
"KAVANAUGH","witness","… Senator. Senator, let me finish, please. I organized a third-year end of school party for 30 of my classmates to rent a bus to go to Fenway Park in Boston, which was about a three-hour trip. I bought all the tickets. You and I have discussed that before. I bought all the baseball tickets. I rented the bus. I organized the whole trip. We went to Fenway Park. Roger Clemens was pitching for the Red Sox. We had a great time. George Brett was playing third base for the Royals — actually, he was playing left field that night. And he — and we went to the game, and got back, and then we went out. It was a great night of friendship."
"BLUMENTHAL","speaker","I — I apologize for interrupting, judge, but I need to finish the quote before I ask you the question…"
"KAVANAUGH","witness","I wasn’t talking about…"
"BLUMENTHAL","speaker","… The quote ends…"
"GRASSLEY","speaker","OK, we’ll let (ph)…"
"BLUMENTHAL","speaker","… the quote ends that you tried to, quote, “piece things back together,” end quote, to recall what happened that night. Meaning…"
"KAVANAUGH","witness","I know what happened."
"BLUMENTHAL","speaker","… Well, you…"
"GRASSLEY","speaker","Judge, let — will you quickly answer your question? And then I’m going to let him answer you…"
"KAVANAUGH","witness","I know what — I know what happened that night."
"BLUMENTHAL","speaker","I’ll finish asking my question…"
"GRASSLEY","speaker","Please, go ahead…"
"BLUMENTHAL","speaker","… your honor (ph)."
"GRASSLEY","speaker","… but do it quickly."
"BLUMENTHAL","speaker","Doesn’t that imply to you that you had to piece things back together, you had to ask others what happened that night?"
"KAVANAUGH","witness","No, it…"
"GRASSLEY","speaker","OK. You — you take your time now and answer the question."
"KAVANAUGH","witness","… Yes."
"GRASSLEY","speaker","And then, Senator Crapo."
"KAVANAUGH","witness","Definitely not. I know exactly what happened that night. It was a great night of fun. I was so happy that — it was great camaraderie. Everyone looks back fondly on the trip to Fenway Park. And then we went out together, a group of classmates. And I know exactly what happened the whole night. And I’m happy."
"BLUMENTHAL","speaker","Judge, do you — do you believe Anita Hill?"
"GRASSLEY","speaker","Senator — Senator Crapo. GRAHAM?: (OFF-MIKE) Time is up (ph). Your time is up (ph). Senator Crapo."
"CRAPO","speaker","Thank you, Mr. Chairman. And Judge Kavanaugh, first, I want to get into this whole question that’s been bandied back and forth here, almost endlessly today, about the FBI investigation process. Because I think it’s — I want to follow up a little bit on what Senator Lee and Senator Sasse have referenced. There’s been a lot of talk here about, “We need an FBI investigation.” In these processes, which you’ve been through a number of times now, when the FBI does a background check with regard to a nomination, could you quickly describe that for us? What does the FBI do?"
"KAVANAUGH","witness","The FBI gathers statements from people who have information. They don’t resolve credibility, they gather the information and the credibility determination is made by the ultimate fact-finder, which in this case is the United States Senate. The committee, of course, hears gathered evidence."
"CRAPO","speaker","And the FBI then gives that report to the White House, if I understand it? And the White House then transfers it to the Senate? Is that the — the… (CROSSTALK)"
"KAVANAUGH","witness","That’s my understanding, yes."
"CRAPO","speaker","… control? And as you indicated, it does not do then — it’s been said many times here today. The FBI does not make judgments, it gives the Senate committee information. At that point in time, if I understand the process correctly, the Senate — the United States Senate Judiciary Committee — has legal authorities. If it receives information in an FBI report that it wants to further investigate, the Senate has legal authority to conduct a further investigation. Is that correct?"
"CRAPO","speaker","And that is what has been referenced here many times, about — how some of these witnesses that were identified in the very late information that we received, have made statements that are under penalty of felony. That’s a felony for lying to the Senate Judiciary Committee. And as I understand it, what happens is, the Senate Judiciary Committee, which has authority under law to conduct those kinds of investigations, follows up on the FBI reports to finish out the investigation that it wants with regard to any information that it receives that needs further investigation. Is that your understanding of the process?"
"KAVANAUGH","witness","That’s my understanding, Senator."
"CRAPO","speaker","Now in this case, there’s been a lot of talk here today — and if I have time, I’ll get into it. It looks like I’ll run out of time — but in this case, there’s a lot of concern by many that there was not so much an interest in an FBI investigation as there was in delay. I’m not going to get to that unless I have time. I want to talk about what happened in the Senate committee’s investigation. Because as I understand it — and this may be more of a question to the chairman — as soon as we received information, which was about 45 days after others on the committee received it, we conducted an investigation. Is that correct, Mr. Chairman? I’m sorry to turn the questioning to you, but we began that legal Senate Judiciary Committee investigation."
"CRAPO","speaker","And that investigation involved our fully lawfully enabled investigators to conduct an investigation. And if I understand it correctly, the Democratic members of the committee refused to participate in that investigation."
"CRAPO","speaker","And so we have conducted the investigation. The very kinds of things that my colleagues on the other side are asking that we tell the FBI to do, this committee has the authority to do it and this committee does it, and this committee has done it. Now there may be more demands for more interviews and more investigation. But when you, Judge Kavanaugh, have referenced the testimony that has come from those who were supposed — who were identified as — as being at this event, the testimony that has been received from them is information that has been received pursuant to a Senate committee investigation. And I just think it should be made clear. I think there’s been a lot of back and forth here about, “Oh, we’re not getting information, we’re not looking at this. You don’t want to look into the investigation, you don’t want to see what happened.” The reality is that this committee immediately and thoroughly investigated every witness that has been identified to us. And we have statements under penalty of felony from them. So I just want to conclude with that. I got 45 seconds left, so I’m gonna just ask you one quick question. Again, on timing. You had a meeting with Senator Feinstein on August 20th?"
"KAVANAUGH","witness","It’s my understanding, yeah. Well — I had a meeting, and that’s my understanding of the date."
"CRAPO","speaker","Of the date, yes. What was established earlier in testimony here today was that the ranking member’s staff helped to — helped Dr. Ford to retain the Katz law firm on — sometime between August — or July 30th and August 7th. So I just wanted you to clarify one more time. In the meeting that you had two weeks or more later, this issue was not raised with you? (CROSSTALK)"
"KAVANAUGH","witness","The issue was not raised."
"CRAPO","speaker","All right. Thank you. My time is up."
"GRASSLEY","speaker","We’ll take a five-minute break now. (RECESS) Hirono."
"HIRONO","speaker","Thank you, Mr. Chairman. Judge Kavanaugh, my colleagues on the other side are accusing the democrats of some sort of political conspiracy, but that’s because they want us to distract – they want to distract us from what happened here this morning. And what happened here this morning was that we heard from Dr. Christine Ford, who spoke to us, with quiet, raw, emotional power, about what happened to her. She said she was 100 percent certain that it was you who attacked her. And she explained how she came forward, how she struggled with her decision, how she wanted the president to know so that he could make a better choice. So when you and my colleagues on the other accuse us of ambushing you with false charges, I think we all have to remember Dr. Ford’s testimony and her courage. Let me go back to something you just said in your opening. You said you thought, at your first hearing, the democrats were an embarrassment. We asked you a lot of questions in those days, and which of our questions do you think were an embarrassment? I asked you about dissents you had written as a judge, an amicus brief you wrote as a lawyer and your knowledge of sexual harassment and abuse by your close friend and mentor, Alex Kozinski, all valid questions in the setting. They are valid because this is a job interview for one of the most important positions of trust in this country. And earlier, you agreed that this process of advice and consent is really a job interview, certainly not a criminal trial. There’s certainly no entitlement for you to be confirmed to the Supreme Court. Our credibility, character and candor of a nominee, things for us consider in your job interview?"
"KAVANAUGH","witness","I think my whole life is subject to consideration."
"HIRONO","speaker","Is that yes? Credibility, character and candor …"
"KAVANAUGH","witness","My whole life …"
"HIRONO","speaker","… are those specific traits that would be of interest to us, as we consider putting you, for life, on the highest court in the country? Credibility, character and candor."
"KAVANAUGH","witness","Of course. And as part of my whole life …"
"HIRONO","speaker","Thank you. Is temperament also an important trait for us to consider?"
"KAVANAUGH","witness","For 12 years, everyone who has appeared before me on the D.C. Circuit has praised my judicial temperament. That’s why I have the well unanimous, well qualified rating from the American Bar Association and all of the people who have appeared before you…"
"HIRONO","speaker","So you agree that temperament is also an important factor for …"
"KAVANAUGH","witness","Yes. And the federal public defender, who testified to the committee, talked about how I had – was always open-minded and how I ruled in favor of unpopular defendants, how I was fair-minded. I think, universally, lawyers who’ve appeared before the D.C. …"
"HIRONO","speaker","So the answer is yes. I am running out of time. You know, we only five minutes, so let me get to something else. In your Fox News interview, you said that you, quote, “always treated women with dignity and respect,” end quote, and that in high school you never, quote, “drank so much that you couldn’t remember what happened the night before.” Would you say the same thing about your college life?"
"HIRONO","speaker","So I’d like to read your statements from people who knew you in college. And as …"
"KAVANAUGH","witness","Can I say one thing?"
"HIRONO","speaker","… Senator Coons noted …"
"KAVANAUGH","witness","OK."
"HIRONO","speaker","… that James Roche said, your roommate, “Although Brett was normally reserved, he was a notably heavy drinker, even by the standards of the time. And he became aggressive and belligerent when he was drunk.” So is your former college roommate lying?"
"KAVANAUGH","witness","I would refer you to what I said in the sealed or redacted portion about his relationship with the other two roommates, and I’m going to leave it at that. I will say – Senator, you were asking about college. I got into Yale Law School. That’s the number one law school in the country. I had no connections there. I got there by busting my tail in college."
"HIRONO","speaker","I feel insulted, as a Georgetown graduate. (LAUGHTER)"
"KAVANAUGH","witness","Excuse me?"
"HIRONO","speaker","But go on."
"KAVANAUGH","witness","I’m sorry. It’s ranked number one, that doesn’t mean it’s number one. (LAUGHTER) And you know, in college – two things. A, I studied. I was in cross-campus library every night, and B, I played basketball for the junior varsity. I tried out for the varsity. The first day I arrived on campus, we had captain’s workouts. I played basketball everyday, all throughout – and then as soon as the season was over, in late February, captain’s workouts started again. I was obsessed with being …"
"HIRONO","speaker","So you were not …"
"KAVANAUGH","witness","… the best basketball player."
"HIRONO","speaker","I only have 23 seconds. So you were not a “sloppy drunk,” and so, your roommate was lying."
"KAVANAUGH","witness","I will refer you – I will refer you, again, to the redacted portion. I’ll say, look at my academic record, and I don’t usually to talk about myself this way, but in response to your – you know, I – I – I worked very hard in college, in my studies, and I also played basketball, I did sports and I also did socialize."
"HIRONO","speaker","OK, wait. Excuse me. I know that the chairman is going to stop me, but I do have some other references from people who knew you, who say that you were not the basic (inaudible) …"
"GRASSLEY","speaker","Your – your time is up."
"HIRONO","speaker","… but – hold on. I’m sorry, Mr. Chairman."
"GRASSLEY","speaker","Senator – Senator Tillis."
"HIRONO","speaker","I would like to – Mr. Chairman, OK, I’ll wait until we finish because I just want to enter some letters into the record."
"GRASSLEY","speaker","Oh, yes. I wasn’t …"
"HIRONO","speaker","Could I do that?"
"GRASSLEY","speaker","… clear that’s what you were doing."
"HIRONO","speaker","It’s not a question. I could go on. But Mr. Chairman, I’d like to enter into the record four letters – one is, dated September 18, 2018, to you, from all of the democrats on this committee, another is – another is a letter, dated September 18, to Christopher Wray, the director of the FBI and Don McGahn, council to the president, signed by all the democrats on this committee, a September 21 letter signed by Chuck Schumer and Dianne Feinstein to the president, and a September 26 letter signed by all the democrats on this committee, all requesting an FBI investigation because you did say all we have to do is ask. And the implication being that if we ask, an investigation will happen and it certainly has not happened. Thank you, Mr. Chairman."
"GRASSLEY","speaker","Without objection, that will be included. Senator Tillis."
"TILLIS","speaker","Thank you, Mr. Chairman. Judge Kavanaugh, thank you again for being here. And I apologize for what you’re going through right now. I can’t imagine it. I’ve gone through a campaign and had a lot of smears, but it pales in comparison to what you’ve had to deal with. I think one thing – one point that I’d like to make, from the onset. If we go back and review how this committee processes work, we’ve got a lot of work to do. We’ve had members take it on themselves to release committee confidential documents instead of respecting the process. We’ve had an allegation held for nearly seven weeks that would’ve given us plenty of time to investigate, and then when we finally got the information, I invite everybody, particularly the American public, there is an investigation going on. And a lot of it’s been documented. There’s a chronology on the website that says that each and every time an allegation was made, the staff followed up on it. And sadly, in several different instances, the democrats declined to participate. They listened in on at least one interview with you, didn’t ask a single question. If they wanted to find other leads and other things to do, why not ask, if you’re really trying to get to the facts, if you’re really trying to do your job to investigate? We’re investigating, it’s our job. I think in response to the ranking member’s questions that Judge Kavanaugh said, “I’m here, you’re asking me questions.” But you know what? When the committee staff, I assume, directed by the ranking member says, no, we’re not going to ask questions to Judge Kavanaugh when he wanted to come in and clear his good name. What are you really after? You may not be after the truth, maybe you are. Maybe you’re after executing some sort of a political agenda. Maybe it’s a mix of both. But I think you’ve been treated unfairly and I’m amazed that after 32-hours of testimony, one and a half hours I sat in the room, that none of these questions came up when it was all fully known. Lawyered up, as a matter of fact. I also want to go back to the comments this morning. I think I heard — and we can go back to the record if someone disagrees with me — I think I heard Dr. — Dr. Ford say that she wasn’t aware of the fact that we said we’d come to California. We’d make it confidential. We’ll completely depose and ask any questions you want to. I think I heard her say she wasn’t aware of that. I don’t know where that came with counsel (ph) or whether counsel just neglected to tell her — her counsel. But the fact of the matter is that offer was out there. We were moving heaven and earth and even moving the schedule to get to the schedule to get to the truth. We’re doing an investigation. We’re doing our level best. I hope that the American people who are watching this will go out to the Senate Judiciary website and take a look at this chronology. Take a look at the lack of investigation on the part of the people who want the investigation. It doesn’t make a lot of sense. Every opportunity you have to go and question a witness. Every opportunity that we’ve had to find more truth, to find more facts, we’ve done it. It’s documented. We’ve got sworn statements. We’re doing our job. We’re doing the committee work. Judge Kavanaugh, I also have to say I believe you’re a part of — you’re — you’re the first major target of a new strategy that’s developed here. And I think you’re right. I think it’s just basically attack, attack, attack. It’s not advise and consent; it’s search and destroy. And maybe one of the best evidence of this is one of the websites — one of the groups that are out there, attacking you and trying to create fodder and all of these red herrings, has already acquired a URL for the next judge that they’re going to attack. URL’s right here. They’ve already purchased it. They’re ready to go. This is the playbook. This is the way we’re going to run this committee from this point forward? Take a look at it. I’ll — I’ll make sure we get it out on our website. We’ve already got a stop another judge who hasn’t been nominated URL, from the same people that are trying to mobilize people to attack you. There are some people here who may sincerely have concerns. I would tell you to pound the table with your ranking member and the leadership on your side to say: why didn’t we ask questions? Why did we listen in and differ? Why didn’t we do our part of the investigation while this leader did everything he could to accommodate Dr. Ford and to run down every single lead that’s been presented to us weeks after it was known to the minority? I look forward to supporting your conformation. I believe that you’re going to be on the bench. You know as Senator Cornyn said, these are allegations that can be pursued through the courts if they actually rise to a level to where they can be prosecuted. And everybody on the other side of this dais knows that that’s not going to happen."
"BOOKER","speaker","Judge Kavanaugh, you drank on weekdays as well in high school, not just weekends. Is that correct?"
"KAVANAUGH","witness","Weekdays?"
"BOOKER","speaker","Yes, sir."
"KAVANAUGH","witness","I’d say that’s rare. Are you talking about during the school year?"
"BOOKER","speaker","I’m — I’m talking about the calendars that you provided during these dates."
"KAVANAUGH","witness","Oh, that’s in the — in the summer after a football work out when we went over to…"
"BOOKER","speaker","You drank on weekdays, yes or no, sir?"
"KAVANAUGH","witness","… In the summer when we went over to Timmy’s house (ph) on July 1st, that would indicate, yes."
"BOOKER","speaker","Yes, in other words, that — that July 1st reference to skis — went over for skis — that’s brewskis, correct?"
"KAVANAUGH","witness","And after Tobin’s (ph)…"
"BOOKER","speaker","Sir — sir, I just need a yes or no. That — brewskis, right?"
"KAVANAUGH","witness","… Well, I need to explain context."
"BOOKER","speaker","You just said sir that you drank on weekdays. That’s all I was looking for."
"KAVANAUGH","witness","Well, no, that’s — you’re…"
"BOOKER","speaker","If I may — if I may ask — if I may ask the next question, sir? You said clearly on the record, I just want you to restate it that you never in your life, after drinking heavily to the point of throwing up — and, again, you said you had a weak stomach — you said you never had gaps in memories. Never had any loses what so ever. Never had foggy recollection about what happened. Is that correct, sir, yes or no?"
"KAVANAUGH","witness","… That’s — that’s what I said."
"BOOKER","speaker","OK. Sir, you also said that this past two week — this past two weeks has been a two-week effort calculated and orchestrated as a political hit. Are you saying that Dr. Ford’s efforts to come forward, to prepare for the very difficult testimony she gave today, to travel to Washington, D.C. and tell us about her experience, have all been part of an orchestrated political hit? And — and are you basically calling her some kind of political operative?"
"KAVANAUGH","witness","I’ve — I’ve said my family has no ill will toward Dr. Ford. She wanted confidentiality. Her confidentiality was blown by the actions of this committee. And it’s caused — it’s turned this into a circus…"
"BOOKER","speaker","So sir, let’s just be clear. In other words, your — your — you have problems with the senators that are up here and how we conducted it; but, you’re not saying in any way that she is a political pawn, political operative. You have sympathy for her. She is talking about a sexual assault. Is that correct?"
"KAVANAUGH","witness","… I said all allegations should be taken seriously, should listen to both sides…"
"BOOKER","speaker","OK. Do you — do you — do you wish…"
"KAVANAUGH","witness","… My family has no ill will toward her."
"BOOKER","speaker","… Thank you, sir. Do you wish that she never came forward?"
"KAVANAUGH","witness","Senator, I did not do this. The witnesses…"
"BOOKER","speaker","That — that’s not my question, sir. Could you try to answer my question, sir? Do you wish she never came forward?"
"KAVANAUGH","witness","… The witnesses who were there say it didn’t happen."
"BOOKER","speaker","OK, sir. Do you wish she would’ve just remained silent then?"
"KAVANAUGH","witness","I wish — the witnesses who were there say it didn’t happen. All allegations should be taken seriously."
"BOOKER","speaker","So — so even if it’s in the final days — days before a vote, if someone has a credible allegation of experience that they held for a long time, that person should be allowed to come forward. And in fact, as she said, it was her civic duty. You’re not questioning her sense of civic duty are you?"
"KAVANAUGH","witness","She did come forward and then the — then the — it was…"
"BOOKER","speaker","I know you have a lot of political animus, you’ve stated it very clearly towards my colleagues and I on this panel. What I — what I’m trying to get to the bottom of is you — you do not see her, specifically, as part of an orchestrated event…"
"BOOKER","speaker","… she’s not a political pawn."
"KAVANAUGH","witness","… I don’t know her. But I’ve also said that we bear no ill will toward her. She wanted confidentiality. This could have been handled…"
"BOOKER","speaker","And — and — and I understand. But she came forward. She took a great extent…"
"BOOKER","speaker","… Your family has gone through hell. Her family has gone through hell. She sat here, she told her truth. And — and you made the allegation that she was coordinating it. I do not think she was coordinating with her therapist…"
"KAVANAUGH","witness","I — I did not say that — that’s…"
"BOOKER","speaker","… You said — I’m sorry. So you said that others were making a coordinated…"
"KAVANAUGH","witness","… Coordinated by people in this room."
"BOOKER","speaker","… Forgive me. You were talking about us and not her. So she was not — she was not doing this for a political effort in 2012 when talked to her therapist about this attack. She was not coordinating about this painful — when she made — painful experience when she made revelations to her husband. She did coordinate in 2013, ’16, 2017, before you were even nominated when she revealed that it was you — with three different people — that had sexually assaulted her. That wasn’t coordination. And (inaudible)…"
"KAVANAUGH","witness","All the witnesses who were there say it didn’t happen. Ms. Keyser’s her longtime friend, said she never saw me at a party with or without Dr. Ford…"
"BOOKER","speaker","Sir — sir, and Ms. Keyser has said clearly, and I will quote what she said, she said she does not remember the night in question that — that — that supports what you said. But she also says that she believes Dr. Ford. And so my — my colleague Lindsey Graham, who I — I respect, and have admiration to and has been a partner of mine. He said voting no would be legitimizing the most despicable thing in American politics. Do you think that people who believe Dr. Ford are — are legitimizing despicable things? Those of us who think she’s a credible witness, the allegations against her (ph) are credible. Do you think that somehow we are engaging in something that’s despicable?"
"KAVANAUGH","witness","Senator, I — I say listen to both sides before you make a bottom-line conclusion. And look at the…"
"BOOKER","speaker","That is fair."
"KAVANAUGH","witness","Look at the…"
"BOOKER","speaker","I — I have 10 seconds left, sir. You can answer after I finish, I have 10 seconds left. That is fair. Listen to both sides, this is not about somebody — one side being despicable, the other side not. Listen to both sides. She was a credible — I’m — I’m — let me finish my question, you can answer — she — she gave credible, meaningful testimony, a woman who had the courage to come forward and tell her truth, sir. And — and that’s what I’m just asking you, is say she is not a political pawn. She is not orchestrating, she is not part of the Clinton’s efforts to get some kind of revenge. She is a woman who came here with corroborating evidence to tell her truth."
"KAVANAUGH","witness","Is that a question?"
"BOOKER","speaker","No, sir. It was a final statement."
"GRASSLEY","speaker","Senator Cruz…"
"BOOKER","speaker","Just on one thing, Mr. Chairman…"
"BOOKER","speaker","That the evidence is not corroborated at the time. The witnesses who are there say it didn’t happen."
"GRASSLEY","speaker","Senator Cruz."
"CRUZ","speaker","Thank you, Mr. Chairman. Judge Kavanaugh, you and your family have been treated incredibly poorly by Senate Democrats and by the media. And let me say also I think Dr. Ford and her family have been treated incredibly poorly by Senate Democrats and the media. You have both seen your good names dragged through the mud. And this has been sadly one of the most shameful chapters in the history of the United States Senate. Let me say to you and your family, thank you for a lifetime of public service. I will say watching your mother’s pained face has been heart-wrenching as she’s seen her son’s character dragged through the mud after not only your lifetime of public service but her lifetime of public service as well. And I know as a father, there’s been nothing more painful to you then talking to your daughters and explaining these attacks that the media is airing. I also believe though that the American people are fair minded people, that the American people can set aside the partisan warfare of Washington and look to substance and facts. And that is the charge of this committee. Now there have been three different sets of allegations that have dominated the media. I think it’s important to note that two of those sets of allegations had so little corroboration that even the New York Times, which is no conservative outlet, refused to report on them because they could find no basis for them. And it was striking in this entire hearing that not a single Democrat in this committee asked about two sets of those allegations, Ms. Ramirez’s allegations and the allegations of the client of Mr. Avenatti, not a single Democrat. I don’t know if they were just too embarrassed. Mr. Avenatti’s allegations were s scandalous that the ranking member omitted his client’s most scandalous accusations of you as a criminal mastermind essentially, omitted those scandalous accusations from a statement. This hearing has focused rightly so on the allegations Dr. Ford presented. And let me say, I think the committee did the right thing in giving Dr. Ford a full and fair opportunity to tell her story. That’s what we needed to do when these allegations became public. And the committee treated her with respect, as we should. I do not believe Senate Democrats have treated you with respect. What do we know? We know that her testimony and your testimony are in conflict. A fair-minded assessor of facts would then look to, “What else do we know when you have conflicting testimony?” Well we know that Dr. Ford identified three fact witnesses who she said observed what occurred. All three of those fact witnesses have stated on the record under penalty of perjury that they do not recall what she is alleging happening. They have not only not — not corroborated her charges, they have explicitly refuted her charges. That’s significant to a fair-minded fact finder. In addition, you’ve walked through before this committee your calendars from the time. Now I will say you were a much more organized teenager than I was and than many of us were, but it was a compelling recitation of night-by-night-by-night where you were in the summer of 1982. That is yet another contemporaneous piece of fact to assess what happened. And we also know that the Democrats on this committee engaged in a profoundly unfair process. The ranking member had these allegations on July 30th and for 60 days — that was 60 days ago — the ranking member did not refer it to the FBI for an investigation. The ranking member did not refer it to the full committee for an investigation. The ranking member — this committee could have investigated those claims in a confidential way that respected Dr. Ford’s privacy. And some of the most significant testimony we heard this morning is Dr. Ford told this committee that the only people to whom she gave her letter were her attorneys, the ranking member, and her member of Congress. And she stated that she and her attorneys did not release the letter, which means the only people that could have released that — that letter were either the ranking member and her staff or the Democratic member of Congress, because Dr. Ford told this committee those are the only people who had it. That is not a fair process and we should look to the facts, not anonymous innuendo and slander."
"FEINSTEIN","speaker","Mr. Chairman, I ask for a point of personal privilege to respond."
"GRASSLEY","speaker","Proceed."
"FEINSTEIN","speaker","Mr. Chairman, let me be clear: I did not hide Dr. Ford’s allegations. I did not leak her story. She asked me to hold it confidential and I kept it confidential as she asked. She apparently was stalked by the press, felt that what happened — she was forced to come forward, and her greatest fear were realized — was realized. She’s been harassed, she’s had death threats, and she’s had to flee her home. In a — in addition, the investigation that the Republican majority is heralding is really nothing that I know about other than a partisan practice. Normally all the witnesses would be interviewed. However, that’s not happened. While the majority has reached out to several people, they did not notify me or my staff that they were doing this, and so to argue that we would not participate but not tell us what they were up to is somewhat disingenuous. I was given some information by a woman who was very much afraid, who asked that it be held confidential and I held it confidential until she decided that she would come forward."
"CORNYN","speaker","Mr. Chairman, would — would the ranking member answer a question, please?"
"FEINSTEIN","speaker","If I can."
"CORNYN","speaker","I — I have great respect for Senator Feinstein. We’ve worked together on many topics, and I believe what you just said. Can you tell us that your staff did not leak it?"
"FEINSTEIN","speaker","Oh, I don’t believe my staff would leak it. I have not asked that question directly, but I do not believe they would."
"CORNYN","speaker","You — you — you know that? I mean, how in the world could that get in the hands of the — of the press unless…"
"FEINSTEIN","speaker","The answer is no. The staff said they did not (ph)."
"CORNYN","speaker","Have you — have you asked you — have you asked your staff or other staffers on the Judiciary Committee?"
"FEINSTEIN","speaker","I just did. They — they — pardon me?"
"UNKNOWN","","You’ve asked me before."
"FEINSTEIN","speaker","Well, Jennifer (ph) reminds me I’ve asked her before about it, and that’s true."
"CORNYN","speaker","Well someone — well somebody leaked it. If it wasn’t you…"
"FEINSTEIN","speaker","Well it was — I — I’m telling you, it was not — I did not. I mean, I was asked to keep it confidential, and — and I’m criticized for that too."
"CRUZ","speaker","Mr. Chairman, could I ask the chairman a question? Which is does the committee have a process, if there is an allegation against any nominee, to assess that allegation in a confidential forum rather than in the public — since Dr. Ford requested that it be kept confidential, is there a process for the committee for considering confidential allegations?"
"GRASSLEY","speaker","Yes. Yes it’s — and the answer is yes, and I sent — Senator Tillis pointed out the document that I put out to show of all the things that we’ve done along the lines of your question."
"CRUZ","speaker","And Mr. Chairman, what would you have done if, on July 30th, the ranking member had — had raised this allegation with you? As the chairman of this committee, how would you have handled that (ph)?"
"GRASSLEY","speaker","We would have done like we have done with every background — or, let’s say FBI report that comes from the White House with a nominee, and then subsequent to that, because maybe the FBI got done with it three months ago, we do through the FBI or information comes to us, then we have our investigators, in a bipartisan way, both the Republicans and the Democrats, follow up on those — whatever those questions are or those problems that have to be worked out."
"CRUZ","speaker","So bipartisan investigators could have investigated this two months ago and it could have been heard in a confidential setting without Dr. Ford’s name or Judge Kavanaugh’s name being dragged through the mud. Is that correct?"
"GRASSLEY","speaker","And except — and except for one or two conversations that we had with the judge through our investigators, Democrats didn’t participate except in those two, but in those two — or, one or two, they didn’t ask any questions."
"CRUZ","speaker","Thank you, Mr. Chairman."
"GRASSLEY","speaker","I want to…"
"FEINSTEIN","speaker","Mr. Chairman…"
